,CY3_Intensity,GFP_Intensity,Label
1306,13011,35769,3
1307,13270,36101,3
1308,13089,35810,3
1309,13193,36024,3
1310,12980,35411,3
1311,13338,35551,3
1312,12829,35006,3
1313,12434,34356,3
1314,12865,33879,3
1315,12538,34242,3
1316,12616,34029,3
1317,12429,33952,3
1318,11893,33379,3
1319,12392,33624,3
1320,12065,32860,3
1321,11884,32715,3
1322,11737,31843,3
1323,11411,31696,3
1324,11347,31524,3
1325,11047,30643,3
1326,10833,30029,3
1327,10938,30206,3
1328,10469,29084,3
1329,10428,28315,3
1330,10247,27770,3
1331,9559,27265,3
1332,9378,26247,3
1333,9156,25116,3
1334,8864,24606,3
1335,8246,23552,3
1336,7523,22611,3
1337,7773,21116,3
1338,6681,19442,3
1339,6731,19057,3
1340,7495,20364,3
1341,7681,21059,3
1342,8187,22727,3
1343,8624,23088,3
1344,8804,25124,3
1345,9242,25487,3
1346,9573,26400,3
1347,10118,27635,3
1348,10264,27962,3
1349,10840,28721,3
1350,11023,28757,3
